Unnamed: 0,subject_id,TrueSpecies,DateTimeLub,File,season,Classifications,n_different_classifications,n_wrong_classifications
15398,77667481,['baboon'],2021-03-19 11:55:31,Site_75_part1_IMG_7968,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
15468,77667691,['baboon'],2021-03-24 12:19:50,Site_75_part1_IMG_9918,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31243,84359546,['baboon'],2021-11-04 14:29:48,Site_74_part3_IMG_0968,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31550,84360051,['baboon'],2021-11-17 11:16:12,Site_74_part3_IMG_1557,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
15464,77667676,['baboon'],2021-03-24 11:59:34,Site_75_part1_IMG_9873,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
27645,77761314,['baboon'],2021-04-22 06:52:55,Site_103_part2_IMG_4243,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
4469,70461485,['baboon'],2021-02-22 09:32:14,Site_59_part1_IMG_1949,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
22058,77698392,['baboon'],2021-04-08 09:13:13,Site_87_part3_IMG_0741,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21960,77698021,['baboon'],2021-04-06 15:06:48,Site_87_part3_IMG_0015,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
25086,77720295,['baboon'],2021-04-26 10:32:17,Site_96_part1_IMG_5560,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21848,77697730,['baboon'],2021-04-05 08:15:53,Site_87_part2_IMG_9407,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21886,77697808,['baboon'],2021-04-06 08:44:54,Site_87_part2_IMG_9588,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
18732,77680878,['baboon'],2021-04-04 10:20:44,Site_80_part1_IMG_4983,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
17927,77676234,['baboon'],2021-10-24 12:52:12,Site_77_part8_IMG_0068,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
22548,77702690,['baboon'],2021-04-06 15:08:33,Site_88_part4_IMG_3017,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31501,84359967,['baboon'],2021-11-17 11:10:42,Site_74_part3_IMG_1465,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
40774,84398075,['baboon'],2021-10-19 07:08:55,Site_102_part6_IMG_2690,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
16686,77671011,['baboon'],2021-10-22 11:23:43,Site_76_part6_IMG_5666,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
35291,84372803,['baboon'],2021-11-16 13:24:14,Site_83_part3_IMG_3216,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
8819,70490021,['baboon'],2021-03-24 09:17:02,Site_87_part1_IMG_5925,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
33805,84369569,['baboon'],2021-11-09 07:38:37,Site_80_part2_IMG_0889,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
17945,77676276,['baboon'],2021-10-24 13:46:03,Site_77_part8_IMG_0296,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21917,77697952,['baboon'],2021-04-06 14:55:16,Site_87_part2_IMG_9941,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21859,77697744,['baboon'],2021-04-05 08:16:52,Site_87_part2_IMG_9423,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
26110,77753426,['baboon'],2021-03-30 08:54:57,Site_100_part1_IMG_8999,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21797,77697610,['baboon'],2021-04-03 14:11:50,Site_87_part2_IMG_8658,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31559,84360064,['baboon'],2021-11-17 11:16:26,Site_74_part3_IMG_1570,2,"[['baboon'], ['baboon'], ['baboon'], ['birdother', 'baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
18764,77681037,['baboon'],2021-04-06 10:24:06,Site_80_part1_IMG_5239,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30840,84358886,['baboon'],2021-10-14 11:26:59,Site_74_part3_IMG_0087,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
4310,70460138,['baboon'],2021-03-04 09:56:55,Site_57_part2_IMG_1884,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31212,84359492,['baboon'],2021-11-01 11:21:16,Site_74_part3_IMG_0865,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
27654,77761360,['baboon'],2021-04-22 07:02:16,Site_103_part2_IMG_4261,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
17087,77672451,['baboon'],2021-11-03 10:10:13,Site_76_part7_IMG_5111,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
9757,70504856,['baboon'],2021-02-01 12:39:09,Site_14_part3_IMG_4220,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
9180,70494472,['baboon'],2021-02-12 10:45:54,Site_01_part3_IMG_0944,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
25977,77752409,['baboon'],2021-03-19 08:33:17,Site_100_part1_IMG_0710,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31738,84360609,['baboon'],2021-11-06 11:19:54,Site_76_part8_IMG_2976,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
18516,77680124,['baboon'],2021-03-23 08:11:35,Site_80_part1_IMG_1162,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
35210,84372644,['baboon'],2021-11-14 13:54:24,Site_83_part3_IMG_3033,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
22094,77698504,['baboon'],2021-04-09 09:34:51,Site_87_part3_IMG_0945,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
40481,84397202,['baboon'],2021-11-08 17:00:46,Site_100_part5_IMG_0125,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
17925,77676217,['baboon'],2021-10-24 12:45:16,Site_77_part8_IMG_0031,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
18510,77680114,['baboon'],2021-03-23 08:10:04,Site_80_part1_IMG_1152,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
35289,84372800,['baboon'],2021-11-16 13:24:12,Site_83_part3_IMG_3213,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30892,84359010,['baboon'],2021-10-21 15:13:18,Site_74_part3_IMG_0293,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
18817,77681192,['baboon'],2021-04-10 17:23:24,Site_80_part1_IMG_5665,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey', 'baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
34852,84372004,['baboon'],2021-11-08 12:35:20,Site_83_part3_IMG_2269,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
39253,84392614,['baboon'],2021-11-05 08:52:06,Site_96_part2_IMG_2376,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
25075,77720274,['baboon'],2021-04-26 10:31:59,Site_96_part1_IMG_5544,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
25958,77752302,['baboon'],2021-03-19 08:22:20,Site_100_part1_IMG_0668,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
32956,84366037,['baboon'],2021-11-16 12:57:49,Site_77_part10_IMG_6261,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
19143,77682859,['baboon'],2021-04-06 10:25:32,Site_81_part2_IMG_3394,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30521,84357799,['baboon'],2021-10-11 14:43:20,Site_44_part7_IMG_0660,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30857,84358934,['baboon'],2021-10-17 15:06:49,Site_74_part3_IMG_0192,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21851,77697735,['baboon'],2021-04-05 08:15:57,Site_87_part2_IMG_9412,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
33740,84369286,['baboon'],2021-10-20 17:31:47,Site_80_part2_IMG_0187,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30863,84358942,['baboon'],2021-10-17 15:06:56,Site_74_part3_IMG_0200,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30916,84359041,['baboon'],2021-10-21 15:16:42,Site_74_part3_IMG_0325,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31009,84359192,['baboon'],2021-10-23 14:56:27,Site_74_part3_IMG_0527,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
25102,77720332,['baboon'],2021-04-26 10:41:32,Site_96_part1_IMG_5589,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
35011,84372275,['baboon'],2021-11-10 11:59:39,Site_83_part3_IMG_2636,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31700,84360522,['baboon'],2021-11-05 14:38:04,Site_76_part8_IMG_2654,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
22469,77701238,['baboon'],2021-04-02 17:19:04,Site_88_part3_IMG_9712,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
25087,77720296,['baboon'],2021-04-26 10:32:17,Site_96_part1_IMG_5561,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
26610,77758060,['baboon'],2021-03-24 18:23:45,Site_103_part1_IMG_2839,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30858,84358935,['baboon'],2021-10-17 15:06:50,Site_74_part3_IMG_0193,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31397,84359799,['baboon'],2021-11-10 15:30:32,Site_74_part3_IMG_1266,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31869,84361051,['baboon'],2021-11-16 12:14:20,Site_76_part8_IMG_7333,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
17014,77672184,['baboon'],2021-10-30 11:26:45,Site_76_part7_IMG_1648,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
31912,84361234,['baboon'],2021-11-17 10:44:32,Site_76_part8_IMG_7724,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
25973,77752383,['baboon'],2021-03-19 08:27:46,Site_100_part1_IMG_0700,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
36342,84383478,['baboon'],2021-10-30 17:01:58,Site_87_part4_IMG_5686,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
14919,77665135,['baboon'],2021-03-28 10:20:20,Site_35_part3_IMG_0029,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
26052,77752980,['baboon'],2021-03-22 10:48:38,Site_100_part1_IMG_3576,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
35006,84372269,['baboon'],2021-11-10 11:59:16,Site_83_part3_IMG_2630,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
15399,77667482,['baboon'],2021-03-19 11:55:38,Site_75_part1_IMG_7969,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
4075,70458612,['baboon'],2021-02-24 12:19:06,Site_55_part2_RCNX1278,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30838,84358884,['baboon'],2021-10-14 11:26:56,Site_74_part3_IMG_0085,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21914,77697948,['baboon'],2021-04-06 14:55:13,Site_87_part2_IMG_9937,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
30845,84358891,['baboon'],2021-10-14 11:27:03,Site_74_part3_IMG_0092,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
16164,77669514,['baboon'],2021-04-21 12:48:46,Site_76_part5_IMG_5093,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
22110,77698528,['baboon'],2021-04-09 09:36:13,Site_87_part3_IMG_0969,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
21368,77695997,['baboon'],2021-03-26 16:50:20,Site_87_part2_IMG_0190,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
