subject_id,TrueSpecies,DateTimeLub,File,season,Classifications,n_different_classifications,n_wrong_classifications
77666444,['baboon'],2021-03-25 16:24:23,Site_74_part1_IMG_9674,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
70479181,['baboon'],2021-03-03 12:12:28,Site_69_part2_IMG_1643,1,"[['baboon'], ['noanimalspresent'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['other'], ['baboon'], ['baboon'], ['baboon'], ['noanimalspresent'], ['baboon']]",3,3
77761263,['baboon'],2021-04-22 06:49:06,Site_103_part2_IMG_4225,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77681082,['baboon'],2021-04-06 10:30:51,Site_80_part1_IMG_5284,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84388978,['baboon'],2021-11-03 17:28:27,Site_88_part7_IMG_0885,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77669165,['baboon'],2021-04-02 13:14:18,Site_76_part4_IMG_6120,1,"[['vervetmonkey'], ['baboon'], ['baboon'], ['other', 'baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",3,3
77698356,['baboon'],2021-04-08 09:04:10,Site_87_part3_IMG_0700,1,"[['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
77665011,['baboon'],2021-04-26 09:23:37,Site_34_part3_IMG_9226,1,"[['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['buffalo', 'baboon']]",3,3
84358936,['baboon'],2021-10-17 15:06:51,Site_74_part3_IMG_0194,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84356263,['baboon'],2021-10-05 15:31:44,Site_43_part3_IMG_0010,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
70460956,['baboon'],2021-03-04 09:57:13,Site_58_part1_IMG_3437,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
70490004,['baboon'],2021-03-24 09:09:13,Site_87_part1_IMG_5905,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon']]",2,1
84397194,['baboon'],2021-11-08 16:59:33,Site_100_part5_IMG_0117,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77667440,['baboon'],2021-03-18 15:37:01,Site_75_part1_IMG_7649,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon']]",2,1
77667083,['baboon'],2021-04-03 12:57:20,Site_74_part2_IMG_7002,1,"[['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84359773,['baboon'],2021-11-10 15:20:30,Site_74_part3_IMG_1240,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84359567,['baboon'],2021-11-04 14:32:08,Site_74_part3_IMG_0991,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77753463,['baboon'],2021-03-30 08:57:53,Site_100_part1_IMG_9013,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84360032,['baboon'],2021-11-17 11:13:30,Site_74_part3_IMG_1534,2,"[['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,3
70479056,['baboon'],2021-03-03 11:52:02,Site_69_part2_IMG_1513,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77680125,['baboon'],2021-03-23 08:11:41,Site_80_part1_IMG_1163,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77702773,['baboon'],2021-04-06 15:09:28,Site_88_part4_IMG_3040,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84381525,['baboon'],2021-10-14 16:37:46,Site_87_part4_IMG_0443,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84359038,['baboon'],2021-10-21 15:14:59,Site_74_part3_IMG_0321,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84358909,['baboon'],2021-10-14 11:32:13,Site_74_part3_IMG_0140,2,"[['baboon'], ['baboon'], ['noanimalspresent'], ['other'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",3,2
84399399,['baboon'],2021-10-25 06:12:58,Site_103_part6_RCNX0347,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84369467,['baboon'],2021-11-04 06:52:55,Site_80_part2_IMG_0419,2,"[['baboon'], ['baboon'], ['noanimalspresent'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
70479227,['baboon'],2021-03-03 12:21:21,Site_69_part2_IMG_1698,1,"[['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['noanimalspresent']]",3,3
77667776,['baboon'],2021-03-26 14:31:45,Site_75_part2_IMG_2573,1,"[['noanimalspresent'], ['noanimalspresent'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['noanimalspresent'], ['baboon'], ['baboon'], ['noanimalspresent'], ['baboon'], ['buffalo', 'baboon']]",3,5
77752274,['baboon'],2021-03-19 08:21:09,Site_100_part1_IMG_0657,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
70447364,['baboon'],2021-03-05 16:59:54,Site_47_part1_IMG_1908,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
77704868,['baboon'],2021-03-23 14:29:22,Site_89_part2_RCNX1275.JPG,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84359611,['baboon'],2021-11-04 15:18:24,Site_74_part3_IMG_1038,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77752970,['baboon'],2021-03-22 10:48:00,Site_100_part1_IMG_3572,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
70479196,['baboon'],2021-03-03 12:15:55,Site_69_part2_IMG_1661,1,"[['vervetmonkey'], ['baboon'], ['noanimalspresent'], ['noanimalspresent'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['other']]",4,4
77667673,['baboon'],2021-03-24 11:59:09,Site_75_part1_IMG_9870,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84358956,['baboon'],2021-10-17 15:07:35,Site_74_part3_IMG_0216,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
70458616,['baboon'],2021-02-24 12:20:19,Site_55_part2_RCNX1282,1,"[['vervetmonkey'], ['baboon'], ['hyenastriped'], ['baboon'], ['baboon'], ['hyenastriped'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['hyenaspotted']]",4,4
77698506,['baboon'],2021-04-09 09:35:05,Site_87_part3_IMG_0947,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84361045,['baboon'],2021-11-16 12:12:13,Site_76_part8_IMG_7325,2,"[['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon']]",2,2
84372292,['baboon'],2021-11-10 12:00:36,Site_83_part3_IMG_2653,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84360007,['baboon'],2021-11-17 11:12:19,Site_74_part3_IMG_1506,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77704854,['baboon'],2021-03-23 14:27:16,Site_89_part2_RCNX1265.JPG,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84392603,['baboon'],2021-11-05 08:50:02,Site_96_part2_IMG_2369,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84396208,['baboon'],2021-10-22 08:45:38,Site_99_part3_IMG_0245,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77674864,['baboon'],2021-10-16 11:47:50,Site_77_part7_IMG_5463,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['lion']]",2,1
84372805,['baboon'],2021-11-16 13:24:17,Site_83_part3_IMG_3218,2,"[['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,2
77685136,['baboon'],2021-03-21 13:03:30,Site_83_part1_IMG_9222,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84359483,['baboon'],2021-11-01 11:21:06,Site_74_part3_IMG_0856,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84370642,['baboon'],2021-11-16 11:22:08,Site_82_part2_IMG_1903,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77759202,['baboon'],2021-04-03 16:40:48,Site_103_part1_IMG_7195,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84381523,['baboon'],2021-10-14 16:37:45,Site_87_part4_IMG_0442,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77698154,['baboon'],2021-04-07 08:45:35,Site_87_part3_IMG_0174,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey']]",2,1
77669545,['baboon'],2021-04-21 12:57:36,Site_76_part5_IMG_5125,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84398089,['baboon'],2021-10-19 07:26:13,Site_102_part6_IMG_2707,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['other'], ['baboon'], ['baboon'], ['baboon']]",2,1
70442330,['baboon'],2021-02-28 15:29:26,Site_45_part2_IMG_8001,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon']]",2,1
70494675,['baboon'],2021-02-19 10:33:23,Site_01_part3_IMG_2451,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['vervetmonkey']]",2,2
70447092,['baboon'],2021-03-03 16:16:59,Site_47_part1_IMG_1688,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77697884,['baboon'],2021-04-06 08:48:12,Site_87_part2_IMG_9664,1,"[['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,2
77702790,['baboon'],2021-04-06 15:10:40,Site_88_part4_IMG_3048,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77697820,['baboon'],2021-04-06 08:45:14,Site_87_part2_IMG_9600,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84359150,['baboon'],2021-10-23 10:53:09,Site_74_part3_IMG_0470,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84381911,['baboon'],2021-10-16 15:51:57,Site_87_part4_IMG_1573,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84371574,['baboon'],2021-10-29 13:28:41,Site_83_part3_IMG_1420,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon', 'zebraplains'], ['baboon'], ['baboon'], ['baboon']]",3,2
77680099,['baboon'],2021-03-23 08:07:39,Site_80_part1_IMG_1137,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
70479119,['baboon'],2021-03-03 12:02:51,Site_69_part2_IMG_1581,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77698370,['baboon'],2021-04-08 09:04:37,Site_87_part3_IMG_0716,1,"[['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
70479239,['baboon'],2021-03-03 12:23:17,Site_69_part2_IMG_1712,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84359452,['baboon'],2021-11-01 09:29:12,Site_74_part3_IMG_0825,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84399660,['baboon'],2021-11-01 15:41:05,Site_103_part6_RCNX0634,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['noanimalspresent'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
77680895,['baboon'],2021-04-04 10:24:48,Site_80_part1_IMG_5002,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon']]",2,2
84369557,['baboon'],2021-11-09 07:36:15,Site_80_part2_IMG_0877,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['noanimalspresent'], ['baboon'], ['noanimalspresent'], ['baboon']]",2,2
84372014,['baboon'],2021-11-08 12:35:29,Site_83_part3_IMG_2279,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
70479128,['baboon'],2021-03-03 12:04:16,Site_69_part2_IMG_1590,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon']]",2,1
77720395,['baboon'],2021-04-26 10:44:14,Site_96_part1_IMG_5640,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84399651,['baboon'],2021-11-01 15:15:25,Site_103_part6_RCNX0624,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77698042,['baboon'],2021-04-06 15:07:34,Site_87_part3_IMG_0036,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77669501,['baboon'],2021-04-21 12:45:37,Site_76_part5_IMG_5078,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon', 'other'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
77720358,['baboon'],2021-04-26 10:42:35,Site_96_part1_IMG_5610,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['noanimalspresent'], ['noanimalspresent'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,2
77666424,['baboon'],2021-03-24 12:10:22,Site_74_part1_IMG_8327,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon']]",2,1
77701281,['baboon'],2021-04-02 17:20:44,Site_88_part3_IMG_9725,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77758054,['baboon'],2021-03-24 18:22:22,Site_103_part1_IMG_2833,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84372230,['baboon'],2021-11-10 11:55:07,Site_83_part3_IMG_2591,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
77720304,['baboon'],2021-04-26 10:32:27,Site_96_part1_IMG_5567,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['bat']]",2,1
84369464,['baboon'],2021-11-04 06:52:33,Site_80_part2_IMG_0416,2,"[['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey']]",2,2
70459882,['baboon'],2021-02-21 10:06:56,Site_57_part1_IMG_0982,1,"[['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey']]",2,2
84371577,['baboon'],2021-10-29 13:28:43,Site_83_part3_IMG_1423,2,"[['baboon'], ['zebraplains', 'baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",3,2
77720288,['baboon'],2021-04-26 10:32:13,Site_96_part1_IMG_5555,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84359149,['baboon'],2021-10-23 10:53:08,Site_74_part3_IMG_0469,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84360523,['baboon'],2021-11-05 14:38:12,Site_76_part8_IMG_2655,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84360063,['baboon'],2021-11-17 11:16:25,Site_74_part3_IMG_1569,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['genet'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
77752295,['baboon'],2021-03-19 08:21:59,Site_100_part1_IMG_0665,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['other'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",2,1
84359081,['baboon'],2021-10-21 15:18:10,Site_74_part3_IMG_0367,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
84372226,['baboon'],2021-11-10 11:54:58,Site_83_part3_IMG_2587,2,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
