,subject_id,metadata,DateTimeLub,File,season,TrueSpecies,Classifications
16,70520314,"{""Date"":""02-Feb-21"",""File"":""Site_26_part2_RCNX2911.JPG"",""Time"":""13:14:29"",""#Empty"":""FALSE"",""Folder"":""Site_26_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-02 13:14:29,Site_26_part2_RCNX2911.JPG,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebragrevys', 'zebraplains', 'zebraplains', 'zebraplains']"
17,70495284,"{""Date"":""27-Jan-21"",""File"":""Site_03_part1_IMG_0499.jpg"",""Time"":""20:50:07"",""#Empty"":""FALSE"",""Folder"":""Site_03_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-01-27 20:50:07,Site_03_part1_IMG_0499,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebragrevys', 'zebraplains', 'zebragrevys', 'zebraplains', 'impala', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
18,77707717,"{""Date"":""19-Mar-21"",""File"":""Site_94_part1_IMG_4660.jpg"",""Time"":""16:10:13"",""#Empty"":""FALSE"",""Folder"":""Site_94_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-03-19 16:10:13,Site_94_part1_IMG_4660,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
19,70521008,"{""Date"":""02-Feb-21"",""File"":""Site_26_part2_RCNX3614.JPG"",""Time"":""13:54:00"",""#Empty"":""FALSE"",""Folder"":""Site_26_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-02 13:54:00,Site_26_part2_RCNX3614.JPG,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
20,77691777,"{""Date"":""19-Jan-20"",""File"":""Site_85_part7_IMG_2472.jpg"",""Time"":""23:29:05"",""#Empty"":""FALSE"",""Folder"":""Site_85_part7"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-11-01 11:19:55,Site_85_part7_IMG_2472,2,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebraplains', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
21,70479847,"{""Date"":""03-Feb-20"",""File"":""Site_69_part3_IMG_6681.jpg"",""Time"":""13:05:16"",""#Empty"":""FALSE"",""Folder"":""Site_69_part3"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-03-08 13:06:39,Site_69_part3_IMG_6681,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebraplains', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
22,77686808,"{""Date"":""09-Apr-21"",""File"":""Site_84_part2_RCNX0835.JPG"",""Time"":""09:56:01"",""#Empty"":""FALSE"",""Folder"":""Site_84_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-04-09 09:56:01,Site_84_part2_RCNX0835.JPG,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
23,70520105,"{""Date"":""02-Feb-21"",""File"":""Site_26_part2_RCNX2400.JPG"",""Time"":""12:09:03"",""#Empty"":""FALSE"",""Folder"":""Site_26_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-02 12:09:03,Site_26_part2_RCNX2400.JPG,1,['zebraplains'],"['zebraplains', 'zebragrevys', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
24,70540359,"{""Date"":""02-Feb-21"",""File"":""Site_30_part1_RCNX3602.JPG"",""Time"":""06:19:53"",""#Empty"":""FALSE"",""Folder"":""Site_30_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-02 06:19:53,Site_30_part1_RCNX3602.JPG,1,['zebragrevys'],"['zebragrevys', 'impala', 'zebragrevys', 'impala', 'zebragrevys', 'impala', 'zebragrevys', 'impala', 'zebraplains', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebraplains', 'zebraplains', 'zebragrevys']"
25,70546930,"{""Date"":""09-Feb-21"",""File"":""Site_33_part1_IMG_7659.jpg"",""Time"":""14:49:22"",""#Empty"":""FALSE"",""Folder"":""Site_33_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-09 14:49:22,Site_33_part1_IMG_7659,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
26,84369945,"{""Date"":""09-Jan-20"",""File"":""Site_82_part2_IMG_0456.jpg"",""Time"":""17:18:49"",""#Empty"":""FALSE"",""Folder"":""Site_82_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-10-21 06:59:47,Site_82_part2_IMG_0456,2,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
27,84370349,"{""Date"":""26-Jan-20"",""File"":""Site_82_part2_IMG_1343.jpg"",""Time"":""16:06:29"",""#Empty"":""FALSE"",""Folder"":""Site_82_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-11-07 05:47:27,Site_82_part2_IMG_1343,2,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
28,77696412,"{""Date"":""29-Mar-21"",""File"":""Site_87_part2_IMG_2403.jpg"",""Time"":""11:54:44"",""#Empty"":""FALSE"",""Folder"":""Site_87_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-03-29 11:54:44,Site_87_part2_IMG_2403,1,['dikdik'],"['dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik']"
29,77675369,"{""Date"":""08-Jan-20"",""File"":""Site_77_part7_IMG_8127.jpg"",""Time"":""03:56:26"",""#Empty"":""FALSE"",""Folder"":""Site_77_part7"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-10-19 17:20:02,Site_77_part7_IMG_8127,2,['impala'],"['impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala']"
30,70531779,"{""Date"":""01-Feb-21"",""File"":""Site_28_part1_RCNX4868.JPG"",""Time"":""09:08:41"",""#Empty"":""FALSE"",""Folder"":""Site_28_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-01 09:08:41,Site_28_part1_RCNX4868.JPG,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebragrevys', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
31,70530147,"{""Date"":""30-Jan-21"",""File"":""Site_28_part1_RCNX1568.JPG"",""Time"":""16:29:26"",""#Empty"":""FALSE"",""Folder"":""Site_28_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-01-30 16:29:26,Site_28_part1_RCNX1568.JPG,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebragrevys', 'zebraplains', 'zebraplains', 'zebraplains']"
32,70372211,"{""Date"":""11-Feb-21"",""File"":""Site_41_part1_IMG_9434.jpg"",""Time"":""18:40:18"",""#Empty"":""FALSE"",""Folder"":""Site_41_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-11 18:40:18,Site_41_part1_IMG_9434,1,['impala'],"['impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala']"
33,84355835,"{""Date"":""10-Feb-16"",""File"":""Site_35_part4_IMG_5648.jpg"",""Time"":""07:33:46"",""#Empty"":""FALSE"",""Folder"":""Site_35_part4"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-11-14 17:48:46,Site_35_part4_IMG_5648,2,['impala'],"['impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala', 'impala']"
34,77718387,"{""Date"":""06-Apr-21"",""File"":""Site_96_part1_IMG_3249.jpg"",""Time"":""02:15:55"",""#Empty"":""FALSE"",""Folder"":""Site_96_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-04-06 02:15:55,Site_96_part1_IMG_3249,1,['dikdik'],"['dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik']"
35,84384731,"{""Date"":""24-Jan-16"",""File"":""Site_87_part4_IMG_9631.jpg"",""Time"":""00:23:20"",""#Empty"":""FALSE"",""Folder"":""Site_87_part4"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-11-05 13:15:20,Site_87_part4_IMG_9631,2,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
36,70477284,"{""Date"":""24-Jan-20"",""File"":""Site_69_part1_IMG_5446.jpg"",""Time"":""14:11:54"",""#Empty"":""FALSE"",""Folder"":""Site_69_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-26 14:13:17,Site_69_part1_IMG_5446,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
37,70479591,"{""Date"":""01-Feb-20"",""File"":""Site_69_part3_IMG_3855.jpg"",""Time"":""14:02:25"",""#Empty"":""FALSE"",""Folder"":""Site_69_part3"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-03-06 14:03:48,Site_69_part3_IMG_3855,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebraplains', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
38,70459236,"{""Date"":""20-Feb-21"",""File"":""Site_56_part1_RCNX0072.JPG"",""Time"":""21:53:36"",""#Empty"":""FALSE"",""Folder"":""Site_56_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-20 21:53:36,Site_56_part1_RCNX0072.JPG,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
39,77715928,"{""Date"":""28-Apr-21"",""File"":""Site_95_part3_IMG_2779.jpg"",""Time"":""02:17:31"",""#Empty"":""FALSE"",""Folder"":""Site_95_part3"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-04-28 02:17:31,Site_95_part3_IMG_2779,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebraplains', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
40,70522447,"{""Date"":""02-Feb-21"",""File"":""Site_26_part2_RCNX5069.JPG"",""Time"":""14:19:13"",""#Empty"":""FALSE"",""Folder"":""Site_26_part2"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-02 14:19:13,Site_26_part2_RCNX5069.JPG,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
41,77669429,"{""Date"":""19-Apr-21"",""File"":""Site_76_part5_IMG_4544.jpg"",""Time"":""17:52:36"",""#Empty"":""FALSE"",""Folder"":""Site_76_part5"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-04-19 17:52:36,Site_76_part5_IMG_4544,1,['dikdik'],"['dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik', 'dikdik']"
42,77666232,"{""Date"":""15-Mar-21"",""File"":""Site_74_part1_IMG_3385.jpg"",""Time"":""10:48:06"",""#Empty"":""FALSE"",""Folder"":""Site_74_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-03-15 10:48:06,Site_74_part1_IMG_3385,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
43,70513654,"{""Date"":""30-Jan-21"",""File"":""Site_24_part1_IMG_3057.jpg"",""Time"":""11:49:35"",""#Empty"":""FALSE"",""Folder"":""Site_24_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-01-30 11:49:35,Site_24_part1_IMG_3057,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
44,70476623,"{""Date"":""10-Mar-21"",""File"":""Site_68_part1_IMG_2273.jpg"",""Time"":""13:12:57"",""#Empty"":""FALSE"",""Folder"":""Site_68_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-03-10 13:12:57,Site_68_part1_IMG_2273,1,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
45,84351389,"{""Date"":""04-Jan-16"",""File"":""Site_35_part4_IMG_0564.jpg"",""Time"":""08:58:29"",""#Empty"":""FALSE"",""Folder"":""Site_35_part4"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-10-08 19:13:29,Site_35_part4_IMG_0564,2,['zebraplains'],"['zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains', 'zebragrevys', 'zebraplains', 'zebraplains', 'zebraplains', 'zebraplains']"
46,70496615,"{""Date"":""17-Feb-21"",""File"":""Site_03_part1_IMG_2959.jpg"",""Time"":""10:30:28"",""#Empty"":""FALSE"",""Folder"":""Site_03_part1"",""#Animal"":""TRUE"",""#Person"":""FALSE"",""#DeleteFlag"":""FALSE"",""#ImageQuality"":""Ok"",""#RelativePath"":""""}",2021-02-17 10:30:28,Site_03_part1_IMG_2959,1,['zebragrevys'],"['zebragrevys', 'zebragrevys', 'zebraplains', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys', 'zebragrevys']"
